,titles,descriptions,links
10,"Vrouw en zoontje (1) bespuugd, gezin in quarantaine",Een 28-jarige vrouw en haar 1-jarige zoon zijn dit weekend in het Noord-Hollandse Bovenkarspel bespuugd door twee jongens op een scooter. De vrouw zit gespannen en geschrokken thuis en gaat op advies van het RIVM twee weken in quarantaine met haar gezin. De politie is op zoek naar getuigen.,
11,Deze supereend heeft een ‘uitzonderlijke hoeveelheid’ jonkies,"In een sloot in Hoogland, een dorp in de gemeente Amersfoort, is een moedereend gespot met een enorme hoeveel eendenkuikens achter zich aan. De wilde eend heeft maar liefst 23 zogeheten pulletjes om haar heen zwemmen.",
12,Huis in Best meerdere keren beschoten terwijl bewoners thuis zijn,Een huis in Best is in de nacht van zondag op maandag meerdere keren beschoten. De bewoners waren thuis tijdens het schietincident.,
13,Arts op de ic doet verslag: ‘Drie sterfgevallen in een paar uur tijd’,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 20: ‘We zijn er nog lang niet’. Lees alle voorgaande afleveringen hier terug.,
14,Tijd dringt voor groep Nederlanders die al maand probeert weg te komen uit Peru,Een groep Nederlanders zit al bijna een maand in quarantaine in Peru en probeert al die tijd terug te keren naar Nederland. Vooralsnog tevergeefs en de tijd begint te dringen: volgende week woensdag gaat het luchtruim voor 90 dagen op slot.,
15,Verkopers trampolines springen gat in de lucht,"Sinds de scholen dicht zijn is het booming business voor de verkopers van buitenspeelmateriaal. De trampolines zijn niet aan te slepen. Eind april, begin mei verwacht Cor Stouten weer een volgende zending. Uit China, gemaakt in opdracht van Nederlandse fabrikanten. Stouten zit er, figuurlijk dan, om te springen, want sinds de scholen dicht zijn, regent het bestellingen. Niet alleen bij Buitenspeelgoed Stouten in Vlissingen, ook zijn collega's in de rest van het land draaien op volle toeren.",
16,Het leven aan de andere kant van de grens: ‘Enorm groot verschil in aanpak met Nederland’,Grensdorp Essen. Een kleine gemeente met een 20.000 inwoners waarvan toch bijna 1 op de 5 afkomstig is uit Nederland. Een dorp waarvan bijna iedereen wel eens per week de grens oversteekt. Een dorp waar Nederlanders en Belgen fijn samenleven. En plots staan daar die hekken. Plots staan daar betonblokken. En plots zijn daar die verschillen in aanpak en lijkt het op wij tegen zij.,
17,"Met 1338 weer minder patiënten op de intensive care, ‘daling lijkt stabiel’","Het aantal coronapatiënten op de intensive care is net als gisteren gedaald. Dit keer met 20 patiënten. Op dit moment liggen er 1338 mensen op de ic’s, gisteren waren dat er 1358.",
18,"God zij geloofd, die intelligente lockdown, ook al is het dansen op de vulkaan",Net als veel Nederlanders blijft redacteur Frank Poorthuis thuis. Frank zit in de risicogroep. Verslag van dag 32. Lees alle eerdere afleveringen hier terug.,
19,NVWA treedt op tegen fokkers van honden met korte snuit,"Fokkers van honden met een korte snuit moeten per direct stoppen. De Nederlandse Voedsel- en Warenautoriteit (NVWA) gaf in februari de eerste hondenfokker een waarschuwing en komende week gaan de volgende vijf waarschuwingen de deur uit. Fokkers die de wet negeren, riskeren boetes.",
20,RIVM: opnieuw minder doden en ziekenhuisopnames,"Het aantal mensen van wie de afgelopen 24 uur is gemeld dat ze aan corona overleden zijn, is voor de tweede dag op rij minder dan 100 en kwam uit op 86. Ook het aantal nieuwe ziekenhuisopnames is met 147 flink lager vergeleken met een dag eerder.",
21,Pakketbezorgers slepen PostNL voor de rechter om coronadrukte,Pakketbezorgers slepen PostNL voor de rechter wegens de grote werkdruk die is ontstaan door maatregelen tegen het coronavirus. Dat meldt de Belangenvereniging voor Pakket Distributie (BVPD).,
22,Jos (21) en Martijn (21) uit Deventer winnen in eerste aflevering LEGO MASTERS,"Ze moesten een deel van hun studie missen door hun deelname aan het RTL4-programma LEGO MASTERS, maar ze hadden het er voor over. Martijn Brinkman (21) en Jos van Uum (21) uit Deventer maakten zaterdagavond hun opwachting in het programma waarin de deelnemers de meest bizarre LEGO-kunstwerken moeten bouwen. ,,Die studio met miljoenen stenen is een walhalla.”",
23,"Zij draaien overuren in de strijd tegen corona: ‘Applaus is mooi, maar niet genoeg’","Terwijl Nederland binnen zit, draaien verpleegkundigen, artsen en ander zorgpersoneel overuren om de coronacrisis te beteugelen. Hoe gaat het met hen, voelen ze alle waardering van de eerste dagen nog steeds? Het AD sprak een verpleegkundige op de intensive care, een huisarts en een begeleider van ouderen met dementie.",
24,"Wie de gang van het virus volgt, leert veel over hoe de wereld écht in elkaar zit","Dit is een crisis die alles verandert. Hoe we leven, met elkaar omgaan en naar de grote instituten kijken. Er is onnoemelijk veel ellende, maar er is wel alvast één lichtpuntje: het vertrouwen in elkaar lijkt te groeien. We kunnen ineens samen dingen bereiken.",
25,Dit ziekenhuis in Brabant heeft triagetent bij spoedeisende hulp niet meer nodig,UDEN - Het aantal opnames in Bernhoven loopt dusdanig terug dat het Udense ziekenhuis de triagetent bij de spoedeisende hulp niet langer nodig heeft. In de week na Pasen wordt die daarom verwijderd.,
26,Politie houdt auto twee keer aan met andere dronken bestuurder erin,De politie in Rotterdam heeft dit paasweekeinde twee keer dezelfde auto aangehouden met verschillende bestuurders die beiden hadden gedronken. De eigenaar van de auto zat beide keren op de bijrijdersstoel.,
27,Grote brand verwoest woonboerderij in Callantsoog,"In het Noord-Hollandse Callantsoog heeft zondagavond een grote brand gewoed in een woonboerderij met rieten kap. Het pand aan de Abbestederweg kan als verloren worden beschouwd, meldt de veiligheidsregio. De drie bewoners van het huis zijn opgevangen in de buurt. Niemand raakte gewond.",
28,Circusartieste die viel uit trapeze kerstcircus Carré kan weer lopen,"De van oorsprong Oezbeekse circusartieste Kristina Vorobeva, die in januari met haar partner gewond raakte na een val van tien meter tijdens het Wereldkerstcircus in Carré, kan weer lopen. Dat heeft haar fysiotherapeute Mireille Pont zondag laten weten aan Hart van Nederland.",
29,Spoorvakbond wil dat politie vaker surveilleert op stations na incident coronaspuger,"Om de openbare orde te handhaven, is het nodig dat de politie haar gezicht vaker laat zien op de grote treinstations. Die oproep doet spoorvakbond VVMC.",
