,titles,descriptions,links
10,"NS breidt rooster weer wat uit: meer intercity’s, IC Direct rijdt weer","De Nederlandse Spoorwegen breiden de sinds 21 maart geldende basisdienstregeling iets uit. Alle stations waar normaliter intercity's stoppen, krijgen vanaf 29 april minstens eens per uur een intercity. Ook het Randstad-nachtnet en de IC Direct gaan weer rijden.",
11,"Geen ideaal barbecueweer, wel aangename temperaturen",Écht barbecueweer wordt het dit weekend niet in de meeste delen van het land. Harde wind en kans op wat regen kunnen roet in het eten gooien.,
12,"Rutte: Zendmasten in brand steken is levensgevaarlijk, stop hiermee",Minister-president Mark Rutte wil dat de activisten die het hebben gemunt op zendmasten onmiddellijk stoppen. De afgelopen weken werden veertien zendmasten in brand gestoken. ‘Het is letterlijk levensgevaarlijk.’,
13,Ouders krijgen in juni of juli geld terug voor kinderopvang,Ouders met kinderen in de kinderopvang kunnen in juni of uiterlijk juli compensatie verwachten voor de rekeningen die ze doorbetalen nu de dagverblijven zijn gesloten. Ze hoeven daar zelf niets voor te doen.,
14,Nieuw politieakkoord maakt versnelde instroom van agenten mogelijk,Politiebonden en justitieminister Grapperhaus willen met een aanvullend cao-akkoord de capaciteitsproblemen bij de politie te lijf gaan. Zo wordt de politieopleiding verkort en komen agenten sneller op straat. Voor oudere agenten is vroegpensioen mogelijk.,
15,Frank zit in quarantaine: Zelfisolatie is één grote relatietest,Net als veel Nederlanders blijft redacteur Frank Poorthuis thuis. Frank zit in de risicogroep. Verslag van dag 36. Lees alle eerdere afleveringen hier terug.,
16,Kinderkamer en seksspullen gevonden bij Hengelose pedoverdachte,"Bij een inval in januari dit jaar bij een 32-jarige Hengeloër die wordt verdacht van pedoseksuele activiteiten, is een compleet ingerichte kinderkamer gevonden en werden seksspullen, kinderkleding en kinderspeelgoed ontdekt. Dat maakte het OM vanmorgen bekend.",
17,RIVM: 144 gemelde sterfgevallen en 156 ziekenhuisopnames,Het aantal meldingen van personen die als gevolg van het coronavirus zijn overleden is de afgelopen 24 uur gestegen met 144. Daarnaast kwamen er 156 meldingen binnen van mensen die in het ziekenhuis zijn opgenomen (geweest).,
18,"Politie Oost-Nederland schorst vervelende, agressieve collega","De leiding van politie Oost-Nederland heeft een medewerker uit het Gelderse deel van de eenheid geschorst wegens ernstig plichtsverzuim. De man is de afgelopen jaren in privétijd meerdere malen betrokken geweest bij ‘overlast gerelateerde incidenten’, meldt politie.nl.",
19,Comité 4 en 5 mei: Vlag de hele dag halfstok voor Dodenherdenking,"Het Nationaal Comité 4 en 5 mei vraagt Nederland om op 4 mei de vlag de gehele dag halfstok te hangen ter nagedachtenis van de oorlogsslachtoffers. Zo kan er, ondanks de coronamaatregelen, toch uitgebreid vanuit huis worden stilgestaan bij de Dodenherdenking.",
20,"Nederlandse Vereniging voor Autisme luidt noodklok: ‘Toename zelfverminking, agressie en angst’","Veel kinderen en volwassen met autisme en een verstandelijke beperking die in een instelling leven hebben hun familie al wekenlang niet meer gezien. Bovendien is hun vertrouwde structuur weg: dagbestedingen zijn afgelast en er gelden nieuwe regels, wat de crisis extra moeilijk voor hen maakt. De Nederlandse Vereniging voor Autisme (NVA) noemt de situatie alarmerend.",
21,Weer 2000 mensen meer overleden dan gemiddeld: ‘Is het plafond bereikt?’,De sterfte van de afgelopen weken blijft onverminderd hoog. Voor de week van 6 tot en met 12 april (week 15) wordt het aantal overledenen geschat op ongeveer 2000 personen meer dan in de eerste periode van dit jaar. Dat aantal is vergelijkbaar met de week ervoor.,
22,Einde aan tijdperk met gratis papieren kranten in Nederland,"Na 21 jaar verdwijnt dagblad Metro als papieren krant. Metro overleefde de opkomst van de smartphone, maar het coronavirus werd de krant fataal. Daarmee is een einde gekomen aan het tijdperk van de gratis kranten.",
23,"Burenruzie bereikt kookpunt na 'bijtincident' met rottweiler, voor Willemien (74) is de maat vol","Na een reeks bijtincidenten kregen de buren van Willemien Schulze uit ’t Harde een aanlijn- en muilkorfgebod opgelegd voor hun rottweiler Luna. Lange tijd leek het goed te gaan. Maar vorige week was het weer raak, ditmaal werd haar hond Pebbles gegrepen. De buurman ontkent. Een nieuwe episode in een hoog oplopende burenruzie, die een hele buurt bezighoudt. ,,Ik wil dat de hond in beslag genomen wordt.’’",
24,Dam toneel van festival in virtual reality op Koningsdag,Om toch nog een veilige en alternatieve Koningsdag te kunnen vieren wordt op 27 april het Kingsday VR Festival gehouden. Het live-evenement in virtual reality speelt zich af op de Dam in Amsterdam en bevat onder meer muziekoptredens en een lichtshow. De opbrengst wordt gedoneerd aan de Voedselbank.,
25,Microbioloog Alex Friedrich van het UMCG: 'Versoepel coronamaatregelen juist niet in noorden’,"In het noorden verspreidt het coronavirus zich nog altijd minder snel dan elders, ook in verpleeghuizen. Moeten ze hier al met een versoepeling van de maatregelen beginnen?",
26,"‘Zoveel sterfgevallen heb ik nooit meegemaakt, alsof de afdeling door mijn vingers glipt’","Verpleeghuizen staan voor duivelse dilemma’s. Bewoners overlijden in rap tempo door het coronavirus, steeds meer medewerkers zitten ziek thuis.",
27,Steeds meer ex-asielzoekers volgen opleiding,"Een groeiende groep voormalige asielzoekers volgt een opleiding. De groei zit niet bij de leerplichtigen, maar bij statushouders van 18 jaar of ouder. De meesten zitten op het mbo. Dat melden onderzoekers van het Centraal Bureau voor de Statistiek (CBS), die ex-asielzoekers meerdere jaren hebben gevolgd nadat ze in 2015 een verblijfsvergunning kregen.",
28,"LIVE | Ook dit lenteweekend: ‘Blijf binnen!’, Groningse ‘feestvierders’ Vindicat op de bon","Het wordt opnieuw een prachtig voorjaarsweekend, maar ook nu drukt het kabinet iedereen op het hart om binnen te blijven. En als je naar buiten gaat, doe het dan beperkt, blijf in je eigen omgeving en houd je aan de regels. ‘Hou vol’, klinkt het opbeurend. Vandaag en morgen worden zeven door het kabinet, uit vele honderden voorstellen, geselecteerde corona-apps tegen het licht gehouden tijdens een ‘appathon’. Experts en belangstellenden kunnen hun zegje doen over het gebruik van de apps en hoe ze met de privacy omgaan. In ons liveblog lees je alle ontwikkelingen rond het virus.",
29,Komend half jaar huizen nodig voor 6500 statushouders,Staatssecretaris Ankie Broekers-Knol (Asiel en Migratie) heeft gemeenten en provincies vandaag gevraagd om de tweede helft van dit jaar 6500 asielzoekers met een verblijfsvergunning een woning te geven. Volgens de berekeningen zouden gemeenten eigenlijk 9000 statushouders van een huis moeten voorzien in de tweede helft van 2020.,
