,titles,descriptions,links
10,"Burenruzie bereikt kookpunt na 'bijtincident' met rottweiler, voor Willemien (74) is de maat vol","Na een reeks bijtincidenten kregen de buren van Willemien Schulze uit ’t Harde een aanlijn- en muilkorfgebod opgelegd voor hun rottweiler Luna. Lange tijd leek het goed te gaan. Maar vorige week was het weer raak, ditmaal werd haar hond Pebbles gegrepen. De buurman ontkent. Een nieuwe episode in een hoog oplopende burenruzie, die een hele buurt bezighoudt. ,,Ik wil dat de hond in beslag genomen wordt.’’",
11,Dam toneel van festival in virtual reality op Koningsdag,Om toch nog een veilige en alternatieve Koningsdag te kunnen vieren wordt op 27 april het Kingsday VR Festival gehouden. Het live-evenement in virtual reality speelt zich af op de Dam in Amsterdam en bevat onder meer muziekoptredens en een lichtshow. De opbrengst wordt gedoneerd aan de Voedselbank.,
12,Microbioloog Alex Friedrich van het UMCG: 'Versoepel coronamaatregelen juist niet in noorden’,"In het noorden verspreidt het coronavirus zich nog altijd minder snel dan elders, ook in verpleeghuizen. Moeten ze hier al met een versoepeling van de maatregelen beginnen?",
13,"‘Zoveel sterfgevallen heb ik nooit meegemaakt, alsof de afdeling door mijn vingers glipt’","Verpleeghuizen staan voor duivelse dilemma’s. Bewoners overlijden in rap tempo door het coronavirus, steeds meer medewerkers zitten ziek thuis.",
14,Steeds meer ex-asielzoekers volgen opleiding,"Een groeiende groep voormalige asielzoekers volgt een opleiding. De groei zit niet bij de leerplichtigen, maar bij statushouders van 18 jaar of ouder. De meesten zitten op het mbo. Dat melden onderzoekers van het Centraal Bureau voor de Statistiek (CBS), die ex-asielzoekers meerdere jaren hebben gevolgd nadat ze in 2015 een verblijfsvergunning kregen.",
15,LIVE | Besmettingsgraad in Duitsland en België sterk gedaald: ‘Virus boet in aan kracht’,"‘Het virus boet in aan kracht’, zegt de Vlaamse viroloog Steven Van Gucht. Zowel in België als in Duitsland is de besmettingsfactor, of reproductiegraad, onder de 1 gezakt. Een drager van het virus besmet daar gemiddeld minder dan één andere persoon. ,,Zonder de maatregelen zou dat cijfer op 2 à 3 liggen en het virus nog exponentieel toenemen’’. De sterfte onder bewoners in (onder meer) verzorgingstehuizen in ons land is bijna verdubbeld en zorgpersoneel zit steeds vaker zelf ziek thuis. In ons liveblog lees je alle ontwikkelingen rond het virus. Lees hier het vorige blog terug.",
16,Komend half jaar huizen nodig voor 6500 statushouders,Staatssecretaris Ankie Broekers-Knol (Asiel en Migratie) heeft gemeenten en provincies vandaag gevraagd om de tweede helft van dit jaar 6500 asielzoekers met een verblijfsvergunning een woning te geven. Volgens de berekeningen zouden gemeenten eigenlijk 9000 statushouders van een huis moeten voorzien in de tweede helft van 2020.,
17,Mondzorgkoepels: tandartsen kunnen volgende week weer open,Tandartsen en orthodontisten kunnen volgende week weer open voor reguliere behandelingen. Dat zeggen de koepelorganisaties van de mondzorg. Het ministerie van Volksgezondheid geeft aan dat er pas zekerheid is na de persconferentie van de premier aanstaande dinsdag.,
18,VU informeert tientallen uitgelote studenten foutief na loting geneeskunde,"Enkele tientallen studenten die zich hadden ingeschreven voor de opleiding geneeskunde bij de VU in Amsterdam, zijn foutief geïnformeerd over de uitslag van de selectieprocedure. Niet ingelote studenten ontvingen gisteren abusievelijk een link dat ze wel ingeloot waren, maakte de faculteit der geneeskunde vandaag bekend. De universiteit spreekt van een technische fout en onderzoekt waar het is misgegaan.",
19,Metro keert niet meer terug als papieren krant op stations,"De uitgave Metro stopt definitief als papieren krant. De krant verschijnt momenteel door de coronacrisis alleen maar online, maar de printeditie keert ook in de toekomst niet terug op de stations.",
20,Het coronanieuws van donderdag 16 april: bijlezen in één minuut,De stroom aan nieuwsberichten over het coronavirus is amper bij te benen. In dit artikel brengen we het belangrijkste nieuws van vandaag in een kort overzicht.,
21,"Zeeuwse terreurverdachte moet van rechter in cel blijven, ondanks ernstige ziekte dochter","De 48-jarige van terrorisme verdachte Ahmad Al K. blijft ondanks een herhaald verzoek van zijn advocaat voorlopig in de cel. Zijn 14-jarige dochter is ernstig ziek en Al K. wil graag bij haar zijn. De rechtbank noemt de verdenkingen tegen hem echter zo ernstig, dat hij vast moet blijven zitten ,,hoe heftig en schrijnend de omstandigheden ook zijn"".",
22,Agent op matje na intimiderende video met wapenstok: ‘Hij bedoelde het met een knipoog’,"Een wijkagent van het Tilburgse politiekorps is vandaag door zijn werkgever terechtgewezen na het plaatsen van een opmerkelijk filmpje op Instagram. In de inmiddels verwijderde video zwaait de agent met zijn wapenstok en zegt hij die te gebruiken als mensen niet genoeg afstand van hem houden. De politie distantieert zich van de beelden. ,,Hij vond het achteraf ook onhandig”, zegt een woordvoerder.",
23,Arts op de ic doet verslag: ‘Versoepelen van bezoekersregels is nog te vroeg’,Zorgverleners op de intensive care staan in de frontlinie om het coronavirus te bestrijden. Michael Frank (53) is intensivist op de ic van het Albert Schweitzer ziekenhuis in Dordrecht en geeft dagelijks een inkijkje in zijn werk. Deel 23: ‘De druk op de ic’s neemt af. En nu?’  Lees alle voorgaande afleveringen hier terug.,
24,"‘Lichte vorm van tbs’ aanbevolen voor Matthew A., verdachte van misbruik bij zwemles in Arnhem",ARNHEM - Deskundigen adviseren de rechtbank de 21-jarige Matthew A. uit Arnhem tbs met voorwaarden op te leggen. A. wordt ervan verdacht dat hij vorig jaar als leerling-zweminstructeur in zwembad de Grote Koppel aan negen jongetjes tussen de 5 en 8 jaar heeft gezeten.,
25,In slakkengang naar groepsimmuniteit: ‘In Brabant zien we wel meer antistoffen’,"Het wordt beschouwd als een gunstig bij-effect van de Hollandse ‘intelligente lockdown’: de opbouw van groepsimmuniteit. Omdat niet iedereen verplicht binnen zit, kan het coronavirus toch een beetje rondgaan bij de meest sterke mensen, zodat we weerstand opbouwen. Maar dat schiet niet echt op, blijkt uit een eerste bloedproef onder 4000 donoren.",
26,Waarom een mondkapje op straat niet zo’n slecht idee is,"Terwijl steeds meer landen hun bevolking adviseren op straat een mondkapje te dragen, doet Nederland dat nog steeds niet. Waarom niet? En zou een huis-tuin-en-keukenmondkapje misschien toch kunnen helpen? Vier vragen en antwoorden.",
27,Doorbraak in onderzoek naar gruwelmoord op garagehouder: man (27) opgepakt,De politie bevestigt een nieuwe doorbraak in het onderzoek naar de gruwelmoord vorig jaar op de Bredase garagehouder Ger van Zundert (49). Ze heeft een tweede verdachte aangehouden. Het gaat om een 27-jarige inwoner van Heerlen in Limburg.,
28,Hoopgevende trend: vijfde dag op rij afname aantal coronapatiënten op ic,"Het aantal Nederlandse coronapatiënten op de intensive care blijft dalen. Het zijn er nu 1258, 21 minder dan gisteren. Daarvan liggen 1206 mensen in Nederland en 52 in Duitsland. Daarmee is er voor de vijfde dag op rij sprake van een daling. Gisteren nam het aantal ic-patiënten al met 24 af. Het Landelijk Coördinatiecentrum Patiënten Spreiding (LCPS) verwacht dat de daling doorzet.",
29,Onrust rond Surinamers die niet terug kunnen naar huis: ‘Sommigen zijn suïcidaal’,"Er is grote onrust ontstaan om het lot van honderden Surinamers die vanwege de coronacrisis in Nederland zijn gestrand. Door financiële, geestelijke en lichamelijke problemen en verontrustende verhalen vanuit het thuisfront lopen de spanningen in veel families op, zeggen gedupeerden tegen deze site. De veiligheidsdienst van Suriname is op de hoogte van de problemen en laat komende maandag een groep van tweehonderd mensen terugvliegen naar Suriname.",
